Reaction,CT_Span,Disease_Span,SpanDiff,FSR,AbsDistToCT,Direction,RegulationStatus
AD_10FTHF7GLUtl,2.11428329310802e-05,0.000322086845699232,0.000300944012768152,15.2338547416586,14.2338547416586,Up,Upregulated
AD_10FTHF7GLUtm,1.88299353508297e-05,0.000154067435642586,0.000135237500291756,8.18204804063746,7.18204804063746,Up,Upregulated
AD_10FTHFtl,2.11428329066621e-05,0.000322086845699232,0.00030094401279257,15.2338547592524,14.2338547592524,Up,Upregulated
AD_13DAMPPOX,8.20273579194009e-06,0.000254037784745975,0.000245835048954035,30.969885071221,29.969885071221,Up,Upregulated
AD_2HBO,0.000412776840221341,0.0240812059781774,0.0236684291379561,58.3395278796759,57.3395278796759,Up,Upregulated
AD_34DHOXPEGOX,5.13478048560501e-06,0.00108642947202497,0.00108129469153937,211.582457141197,210.582457141197,Up,Upregulated
AD_34DHOXPEGt,5.13478048560501e-06,0.00108642947202497,0.00108129469153937,211.582457141197,210.582457141197,Up,Upregulated
AD_34HPPOR,5.80160059371337e-06,0.000988216100381578,0.000982414499787865,170.335079848897,169.335079848897,Up,Upregulated
AD_3DSPHR,0.000235037291076878,0.00563944316683096,0.00540440587575408,23.9938230269441,22.9938230269441,Up,Upregulated
AD_3HBCOAHLm,7.11909584557209e-05,0.0296680971953549,0.0295969062368992,416.739679292389,415.739679292389,Up,Upregulated
AD_3HLYTCL,1.04058727856682e-05,0.00496332283624668,0.00495291696346101,476.973237947188,475.973237947188,Up,Upregulated
AD_3M4HDXPAC,8.16874319298222e-06,0.00054678498179328,0.000538616238600298,66.9362432966462,65.9362432966462,Up,Upregulated
AD_3MLDAt,1.77391809468282e-05,0.000529500960738005,0.000511761779791177,29.8492338696551,28.8492338696551,Up,Upregulated
AD_3MOBt2im,7.11003450589942e-05,0.0296680940543865,0.0295969937093275,417.270746432664,416.270746432664,Up,Upregulated
AD_3MOPt2im,0.000109381104010708,0.00208877211697623,0.00197939101296553,19.0962793424698,18.0962793424698,Up,Upregulated
AD_3MOXTYROX,8.16874322614088e-06,0.000546784981766635,0.000538616238540494,66.9362430216759,65.9362430216759,Up,Upregulated
AD_3SALACBOXL,1.19256059747386e-05,0.00240145101599865,0.00238952541002391,201.369307445301,200.369307445301,Up,Upregulated
AD_3SALAOX,4.05367222811037e-06,0.00088392257526948,0.00087986890304137,218.054772445557,217.054772445557,Up,Upregulated
AD_41R1H2MAE12BOOX,4.94491256500778e-06,0.000605716076499618,0.000600771163934611,122.492777887705,121.492777887705,Up,Upregulated
AD_41R2A1H12BOOX,5.07759682966125e-06,0.00108642946757365,0.00108135187074399,213.965287914781,212.965287914781,Up,Upregulated
AD_42A12BOOX,8.63554156615987e-06,0.00160783252653118,0.00159919698496502,186.187804692158,185.187804692158,Up,Upregulated
AD_4HOXPACDOX_NADP_,1.91635446071814e-05,0.00134888731395222,0.00132972376934504,70.3881949609016,69.3881949609016,Up,Upregulated
AD_4PYRDX,1.62756397554234e-05,0.000619388794916631,0.000603113155161208,38.0561872973526,37.0561872973526,Up,Upregulated
AD_5AOPtm,2.02728094791382e-05,0.000664793581449885,0.000644520771970747,32.7923755281177,31.7923755281177,Up,Upregulated
AD_5HLTDL,7.6664590172489e-06,0.00102025768097747,0.00101259122196022,133.080693274688,132.080693274688,Up,Upregulated
AD_5HOXINDACTO2OX,2.25200272671033e-05,0.00680258827628677,0.00678006824901967,302.068385424373,301.068385424373,Up,Upregulated
AD_5HOXINOXDA,7.6664590172489e-06,0.00102025768097747,0.00101259122196022,133.080693274688,132.080693274688,Up,Upregulated
AD_5MTHFt2,1953.89214369118,0.000972930587636256,-1953.89117076059,4.9794487929014e-07,0.999999502055121,Down,Downregulated
AD_7DHFtl,1.96568690423968e-05,0.000227802708195668,0.000208145839153271,11.5889619910645,10.5889619910645,Up,Upregulated
