Reaction,MinFlux,MaxFlux
AD_C204CPT2,0,0.000131334125626381
AD_C204CRNt,-1000,1000
AD_C226CPT1,147.714118658873,147.784045628362
AD_C226CPT2,147.714118677904,147.78404562948
AD_C226CRNt,-852.285881341348,1000
AD_C3STDH1Pr,0,1.67681589712112e-05
AD_C3STKR2r,0,1.67681541455473e-05
AD_C4STMO1r,0,1.6545752083541e-05
AD_C4STMO2Pr,0,1.67681542961873e-05
AD_C4STMO2r,0,1.67681545959465e-05
AD_CAATPS,0,0.000138631697041092
AD_CAt7r,-1000,1000
AD_CATm,0,0.00233089874986092
AD_CATp,503.083416788573,503.09319497901
AD_CBPPer,0,5.89629887564058e-05
AD_CBPter,0,5.89629887599585e-05
AD_CBR2,0,1000
AD_CDIPTr,-0.705352444320056,-0.695872186769861
AD_CDPDAGtm,-0.879785779015606,-0.870305518233067
AD_CDSm,2.1308751425899,2.14035540339802
AD_CEPTC,0,0.000231052847269098
AD_CEPTE,50.7221167422617,50.723198964242
AD_CERK,0,0.000138631779464049
AD_CERT1gt,0,0.000204858016218168
AD_CERT1rt,0,0.000204857961421112
AD_CERT2gt,0,1000
AD_CERT2rt,0,3.35497692276476e-05
AD_CGLYt3_2_,647.688683467539,1000
AD_CHLP,0,8.66447790031089e-05
AD_CHLPCTD,0,0.000231052848107538
AD_CHOLPtg,-23.3070531206333,0
AD_CHSTEROLt1,-997.7940739901,1000
AD_CHSTEROLt2,-1000,997.794073990101
AD_CHSTEROLtg,0,0.000138631708523462
AD_CITtam,-1000,1000
AD_CITtbm,0,1000
AD_CKc,0,0.000190709150688306
AD_CLOXAtex2,0,1000
AD_CLPNDCOAtx,0,0.000151948615666697
AD_CLPNDCPT1,0,0.000122626154961836
AD_CLPNDCPT2,0,0.000122626147799565
AD_CLPNDCRNt,-1000,1000
AD_CLS_hs,0,0.000693158562754537
AD_CMPACNAtg,0,7.03487570490324e-05
AD_CMPSAS,0,0.000231052872834425
AD_CO2ter,-0.000681983872823366,0
AD_COAtl,0,0.000138631709546644
AD_COAtm,-1000,1000
AD_COAtp,-1000,-723.685652663284
AD_COAtr,-1000,1000
AD_COQ3m,0,7.66687240035442e-06
AD_COQ5m,0,7.66687240035442e-06
AD_COQ6m,0,7.66687240035442e-06
AD_COQ7m,0,7.66687240035442e-06
AD_CORE2GTg,0,7.4910436648368e-06
AD_CORE3GTg,0,6.89492518822301e-06
AD_CORE4GTg,0,6.89492518822301e-06
AD_COt,0,1.85694307219819e-05
AD_COUCOAFm,0,7.66687896799431e-06
AD_CREATt4_2_r,-1000,1000
AD_CRNCARtp,0,0.00709855072545906
AD_CRNtim,-1000,1000
AD_CRNtx,-1000,1000
AD_CRTSLtr,-1000,0
AD_CSAPASEly,0,1.07530523665547e-05
AD_CSBPASEly,0,9.56588038434347e-06
AD_CSCPASEly,0,1.07530594540059e-05
AD_CSDPASEly,0,8.61477694901292e-06
AD_CSEPASEly,0,7.83570289591356e-06
AD_CSm,109.474199940968,109.478478628143
AD_CSNAT2m,39.8247333135171,39.8255356037064
AD_CSNAT2x,-790.337198062395,1000
AD_CSNAT3x,39.8247333136655,39.8255356038158
AD_CSNATer,-1000,1000
AD_CSNATm,-1000,-999.992901449089
AD_CSNATp,-1000,-999.992901446855
AD_CSNATr,-1000,1000
AD_CSPG_At,0,1.07530523665547e-05
AD_CSPG_Atly,0,1.07530523665547e-05
AD_CSPG_Bt,0,9.56588038434347e-06
AD_CSPG_Btly,0,9.56588038434347e-06
AD_CSPG_Ct,0,1.07530594540059e-05
AD_CSPG_Ctly,0,1.07530594540059e-05
AD_CSPG_Dt,0,8.61477694901292e-06
AD_CSPG_Dtly,0,8.61477694901292e-06
AD_CSPG_Et,0,7.83570289591356e-06
AD_CSPG_Etly,0,7.83570289591356e-06
AD_CYSALANaEx,0,1000
AD_CYSASNNaEx,0,1000
AD_CYSGLNNaEx,0,1000
AD_CYSGLTH,-1000,1000
AD_CYSO,0,0.000623766063739595
AD_CYSSERNaEx,0,1000
AD_CYSTA,0,0.000493888616688309
AD_CYStec,-1000,1000
AD_CYSTHRNaEx,0,1000
AD_CYTD,0,0.000138631710119519
AD_CYTDK1,0,999.129694482589
AD_CYTDK2m,0.870305518189525,0.879785777521376
AD_CYTDt,-1000,1000
AD_CYTDtl,0,0.000138631636104947
AD_CYTDtm,0.870305518189525,0.87978577752142
AD_CYTK10,-1000,1000
AD_CYTK10n,-1000,1000
AD_CYTK11,-1000,1000
AD_CYTK11n,-1000,1000
AD_CYTK12,-1000,1000
AD_CYTK12n,-1000,1000
AD_CYTK13,-1000,1000
AD_CYTK13n,-1000,1000
AD_CYTK14,-1000,1000
AD_CYTK14n,-1000,1000
AD_CYTK1m,2.13087514258996,2.14035540339796
AD_CYTK1n,-1000,1000
AD_CYTK2n,-1000,1000
AD_CYTK3n,-1000,1000
AD_CYTK4n,-1000,1000
AD_CYTK5,-1000,1000
AD_CYTK5n,-1000,1000
AD_CYTK6,-1000,1000
AD_CYTK6n,-1000,1000
AD_CYTK7,-1000,1000
AD_CYTK7n,-1000,1000
AD_CYTK8,-1000,1000
AD_CYTK8n,-1000,1000
AD_CYTK9,-1000,1000
AD_CYTK9n,-1000,1000
AD_DAG_HSter,0,0.000150580382701548
AD_DAGK_hs,5.04191985691763,5.04220087091128
AD_DAGKn_hs,0,6.93158732190113e-05
AD_DAGt,-0.000142382302897204,0
AD_DASCBR,27.9621587761023,27.9651255148947
AD_DATPtn,0,4.62106299892184e-08
AD_DCIm,-0.00268383542322681,0
AD_DCK1m,194.254571125634,194.284290350193
AD_DCK1n,-1000,805.745428871146
AD_DCK2n,-1000,1000
AD_DCSPTN1COAtx,-7.94049668684238e-05,0
AD_DCSPTN1CPT1,0,7.94049668684238e-05
AD_DCSPTN1CPT2,0,7.94051077264157e-05
AD_DCSPTN1CRNt,-1000,1000
AD_DCTPtn,194.254571126329,666.666716926168
AD_DECDPtm,0,7.66687901432306e-06
AD_DESAT16_2,0,0.000821123484788696
AD_DESAT18_10,0,0.00131926753586953
AD_DESAT18_3,0,0.00124747463405583
AD_DESAT18_4,0,0.000735013035381371
AD_DESAT18_5,0,0.00124747444576201
AD_DESAT18_6,0,0.00072623302466468
AD_DESAT18_7,0,0.000506113843357525
AD_DESAT18_8,0,0.00085162880907319
AD_DESAT18_9,0,0.00131926732404963
AD_DESAT20_1,0,0.000117166660857038
AD_DESAT20_2,0,0.000122611335523715
AD_DESAT22_1p,0,8.98330107010875e-05
AD_DESAT22_2p,0,0.000151948615680385
AD_DGAT,0,0.000231052844881674
AD_DGCHOLtx,278.773133195477,278.778749226529
AD_DGK2m,0,0.000138631708523462
AD_DGNSKm,0,0.000138631708466619
AD_DGSNtm,0,0.000138631708523462
AD_DGTPtn,0,3.46956312569091e-08
AD_DHAAt1r,0,0.00249494799686545
AD_DHCHOLESTANATEtm,-0.000173289595181814,0
AD_DHCR241r,0,1.67681549783083e-05
AD_DHCR242r,0,1000
AD_DHCR243r,0,1.67681589810324e-05
AD_DHCR71r,0,1.67681723051508e-05
AD_DHCRD1,0,1.89255326368442
AD_DHCRD2,0,1.89255326371119
AD_DHDPBMTm,0,7.66687896799431e-06
AD_DHEAStr,0,0
AD_DHFtl,-5.03528125364028e-05,0
AD_DHFtm,-0.000693158956664774,0.000589077958125017
AD_DIDPtn,-1000,1000
AD_DIGALSIDEtg,-0.000121471484362701,0
AD_DIGALSIDEtl,0,0.000121471484362701
AD_DITPtn,-1000,1000
AD_D_LACt2,-754.227315015153,-754.216103192406
AD_D_LACtm,-754.227315010235,-754.216103193528
AD_DLNLCGCPT1,-1000,1000
AD_DLNLCGCPT2,0,0.000132616655150741
AD_DLNLCGCRNt,-1000,1000
AD_DM_dctp_m_,0,1.23812799301959e-06
AD_DM_dgpi_prot_hs_r_,0,5.94052682042822e-05
AD_DM_dttp_m_,0,8.29998157314549e-07
AD_DM_gpi_sig_er_,0,7.52901816341023e-05
AD_DM_mem2emgacpail_prot_hs_r_,0,7.52901916745152e-05
AD_DMATTx,0,3.35363263344113e-05
AD_DMNONCOACRNCPT1,-1000,790.337198062395
AD_DNDPt23m,0,0.000138631692180979
AD_DNDPt28m,0,1.23812799301959e-06
AD_DNDPt39m,0,8.29998498375062e-07
AD_DOLGLCP_Lter,0,0.000250225783844371
AD_DOLGPP_Ler,0,0.000250225787453928
AD_DOLMANP_Uter,0,0.00030116082699827
AD_DOLPMT3_Uer,0,0.00030116082699827
AD_DOLPMT4_Uer,0,0.00030116082699827
AD_DOPABMO,27.9621587750152,27.9631652134382
AD_DOPAMT,0,0.000154454536641424
AD_DOPASFt,0,8.54210229617181e-05
AD_DOPASULT,0,8.54210229617181e-05
AD_DOPAt4_2_r,-1000,1000
AD_DPCOAtl,0,0.000138631709546644
AD_DPGase,0,0.000138631387699206
AD_DPGM,0,0.000138631387699206
AD_DPHMBDCm,0,7.66687896799431e-06
AD_DPMVDx,0,0.000100608927929005
AD_DPPS,0,7.66687896799431e-06
AD_DSAT,1.89074614605102,1.89097736017826
AD_DTTPtn,0,4.58881004306022e-08
AD_DUDPtn,0,8.32006662676577e-07
AD_DUMPtn,-8.32006662676577e-07,0
AD_DURIK1,0,1000
AD_DURIK1m,0,0.000231052837875723
AD_DUTPDPm,0,0.000346579452791929
AD_DUTPDPn,0,8.32006662676577e-07
AD_EBP2r,0,1.67681544374076e-05
AD_ECOAH12m,0,0.00187610251077786
AD_ECOAH1m,-0.000681994979686351,0
AD_ECOAH1x,-249.505596021128,-249.488003529668
AD_ECOAH9m,-0.00157754824329004,0.000372065960277723
AD_EICOSTETCPT1,0,0.000129617227457857
AD_EICOSTETCPT2,0,0.000129617298284757
AD_EICOSTETCRNt,-1000,1000
AD_ELAIDCPT2,-0.000843853243395642,0
AD_ELAIDCRNt,-1000,1000
AD_ESTRADIOLtr,0,8.92080752237234e-05
AD_ESTRIOLtr,0,0
AD_ESTRONESt,-1000,0
AD_ESTSULT,0,8.92080735184209e-05
AD_ETF,0,228.950286784602
AD_ETFQO,0,228.950286784602
AD_ETHAK,44.734573220282,44.7356554423338
AD_ETHP,0,0.000138631710399295
AD_FACOAL150,0,0.000231052846011437
AD_FACOAL160i,0,0.000253227649125165
AD_FACOAL170,0,0.000231052851483948
AD_FACOAL180i,0,8.8130025198252e-05
AD_FACOAL1812,0,0.00017579214772535
AD_FACOAL1813,0,0.000194945636167176
AD_FACOAL181i,0,0.000231052843389534
AD_FACOAL1821,0,0.000253227584060767
AD_FACOAL1822,0,0.000231052852029734
AD_FACOAL1831,0,0.000231052985137259
AD_FACOAL1832,0,0.000239358497601927
AD_FACOAL184,0,0.00023105285620062
AD_FACOAL200,0,0.000161087104795553
AD_FACOAL203,0,0.000231052801041187
AD_FACOAL204,0,0.000231052856577207
AD_FACOAL2042,0,0.000231052961751743
AD_FACOAL205,0,0.000253227525149669
AD_FACOAL224,0,0.000231052868059578
AD_FACOAL2251,0,0.000231052868059578
AD_FACOAL2252,0,0.000231052844270607
AD_FACOAL226,0,0.000231052873118642
AD_FACOAL240,0,0.000231052850390749
AD_FACOAL241,0,0
AD_FACOAL244_1,0,0.000231052878262972
AD_FACOAL245_1,0,0.000231052875506066
AD_FACOAL245_2,0,0.000231052875506066
AD_FACOAL246_1,0,0.000231052875506066
AD_FACOAL260,0,0.000231053114603696
AD_FADH2tru,0,1000
AD_FADtru,0,1000
AD_FAEL183,0,0.000119873162664419
AD_FAEL184,0,0.00011741714983527
AD_FAEL204,0,8.37984976088142e-05
AD_FAEL205,0,0.00013545011513405
AD_FAH3,0,0.000166530965316269
AD_FALDH,-1000,1000
AD_FAOXC140,0,0.00100126207729545
AD_FAOXC150m,0,0.000225328648127743
AD_FAOXC160,0,0.000843853304218101
AD_FAOXC16080m,0,0.00134192000905387
AD_FAOXC16080x,0,0.00111474384138432
AD_FAOXC161802m,0,0.00178922663815229
AD_FAOXC16180m,0,0.00111468362710809
AD_FAOXC170m,0,0.000225328628346233
AD_FAOXC180,0,218.940165082811
AD_FAOXC180x,0,7.21312332478357e-05
AD_FAOXC1811601m,0,0.00134191913295467
AD_FAOXC1811602m,0,0.000735012715665562
AD_FAOXC1811603m,0,0.00105468463997245
AD_FAOXC182806m,0,0.00217463584337452
AD_FAOXC18280m,0,0.000851628834993789
AD_FAOXC183803m,0,0.00315288420256365
AD_FAOXC183806m,0,0.0013401423632331
AD_FAOXC183806x,0,0.000147450435933773
AD_FAOXC18480m,0,0.00573089297839147
AD_FAOXC18480x,0,0.000151948612824526
AD_FAOXC200180m,0,0.000260008907659426
AD_FAOXC200180x,0,7.21312076969127e-05
AD_FAOXC2031836m,0,0.000132616668008723
AD_FAOXC204,0,0.000125464761358243
AD_FAOXC204184m,0,0.00012961725720686
AD_FAOXC2051843m,0,0.00573089274161021
AD_FAOXC2051843x,0,0.000151948607470254
AD_FAOXC2242046m,0,8.41017656966869e-05
AD_FAOXC2242046x,0,8.98330360353821e-05
AD_FAOXC2251836m,0,7.94051448451683e-05
AD_FAOXC2251836x,0,8.98330069146426e-05
AD_FAOXC2252053m,0,7.72150997363497e-05
AD_FAOXC2252053x,0,8.98329827863195e-05
AD_FAOXC226,0,0.00162778615798942
AD_FAOXC226205m,147.714118648637,147.784045609055
AD_FAOXC226205x,0,0.000151948615680385
AD_FAOXC240200x,0,7.2131270810516e-05
AD_FAOXC241181x,0,5.05653905218395e-05
AD_FAOXC260240x,0,7.2131269963422e-05
AD_FAOXC80,0,0.00227356170447024
AD_FAS100COA,0,6.79880760685592e-05
AD_FAS120COA,0,8.856267320001e-05
AD_FAS140COA,0,0.000135976150796147
AD_FAS160COA,0,0.000133387454947556
AD_FAS180COA,0,0.000135174341053812
AD_FAS80COA_L,0,4.47976302666575e-05
AD_FATP1t,-265.097826905156,1000
AD_FATP2t,-1000,1000
AD_FATP3t,-1000,1000
AD_FATP8t,-7.21312420637332e-05,0.000231052846402235
AD_FBA4,0,1.47535854466696e-05
AD_FBP26,0,0.000138631785269183
AD_FCLTm,0,1.76250841737741e-05
AD_FDH,0,0.000193165118023744
AD_FE2t,0,0.00755122588179802
AD_FE3R2e,0,0.00249494799686545
AD_FOLR2,0,868.168737568915
AD_FOLt2,-1000,868.168737568878
AD_FORt2m,-3.9402029528901e-05,0
AD_FORtr,-1.67681541825004e-05,0
AD_FPGS2,0,4.62105676130401e-05
AD_FPGS2m,0,5.50591190020407e-05
AD_FPGS3,0,4.62105676130401e-05
AD_FPGS3m,0,5.50591190020407e-05
AD_FPGS4,0,4.62105691099168e-05
AD_FPGS4m,0,5.03528402380956e-05
AD_FPGS5,0,4.62105691099168e-05
AD_FPGS5m,0,5.03528402380956e-05
AD_FPGS6,0,4.62105691099168e-05
AD_FPGS6m,0,5.03528402380956e-05
AD_FPGS7m,0,3.94020294858507e-05
AD_FPGS8,0,7.27284522424931e-05
AD_FPGS8m,0,3.94020294858507e-05
AD_FPGS9,0,7.27284522424931e-05
AD_FPGS9m,0,3.94020294858507e-05
AD_FPGSm,0,5.50591190020407e-05
AD_FRDPtr,0,3.35363263275212e-05
AD_FRUt1r,-1000,-918.609770718439
AD_FTHFDH,0,0.00118319646117016
AD_FTHFLm,0,3.94020294858507e-05
AD_FUCGALGBSIDEte,0,3.35497630885584e-05
AD_FUCGALGBSIDEtg,-3.35497630885584e-05,0
AD_FUMAC,0,0.00027556169465015
AD_FUMm,-594.215689265844,1000
AD_FUMSO3tm,-1000,1000
AD_FUMSO4tm,-1000,1000
AD_FUMtm,-1000,1000
AD_FUMTSULtm,-1000,1000
AD_FUT11g,0,3.35497630739056e-05
AD_G14T18g,0,6.89492518822301e-06
AD_G14T19g,0,6.89492518822301e-06
AD_G14T20g,0,6.89492518822301e-06
AD_G14T21g,0,6.89492518822301e-06
AD_G14T2g,0,7.4910436648368e-06
AD_G14T3g,0,7.4910436648368e-06
AD_G14T4g,0,7.4910436648368e-06
AD_G14T5g,0,7.4910436648368e-06
AD_G5SADrm,0,0.00342757136172622
AD_G6PDH1rer,-0.00235769357175286,1000
AD_G6PDH2rer,-1000,0.00235769357175286
AD_G6PPer,0,5.89629887564058e-05
AD_GACMTRc,0,0.000190709150729163
AD_GACPAILter,0,7.52901924307992e-05
AD_GAL3ST11,0,8.66448187935021e-05
AD_GALASE16ly,0,7.4910436648368e-06
AD_GALASE17ly,0,7.49103568553995e-06
AD_GALASE18ly,0,7.49103962614474e-06
AD_GALASE19ly,0,7.49103962614474e-06
AD_GALASE20ly,0,6.89492518822301e-06
AD_GALGLUSIDEtg,0,3.70547238617291e-05
AD_GALGLUSIDEtl,-7.14129278094333e-05,0
AD_GALGT1,0,3.51743979237598e-05
AD_GALNACT1g,0,1.07530523454445e-05
AD_GALNACT2g,0,1.07530488723849e-05
AD_GALNACT3g,0,1.07530594540059e-05
AD_GALNACT4g,0,8.61477694901292e-06
AD_GALNACT5g,0,7.83570289591356e-06
AD_GALNTg,0,7.49103962614474e-06
AD_GALOR,0,0.00098132953462482
AD_GALSIDEtg,0,0.000121471516763449
AD_GALSIDEtl,-0.000121471483794267,0.000112640245106377
AD_GALt1r,0,0.000121471516422389
AD_GALT2g,0,1.07530526053501e-05
AD_GALTg,0,1.07530526053501e-05
AD_GALtly,0,0.000121471485670099
AD_GARFT,0,3.06284647422217e-05
AD_GBGT1,0,3.70547231633671e-05
AD_GBSIDEtl,-3.70547231796081e-05,0
AD_GCALDDm,0,0.000291221800178043
AD_GCC2cm,0,0.000603951289804172
AD_GD1Cte,0,7.14129498646798e-05
AD_GDPFUCtg,0,3.35497630885584e-05
AD_GDPtg,-3.35497630885584e-05,0
AD_GFUCS,0,3.3549734426431e-05
AD_GGH_10FTHF5GLUl,0,7.27284715988017e-05
AD_GGH_10FTHF6GLUl,0,7.27284715988017e-05
AD_GGH_10FTHF7GLUl,0,7.27284715988017e-05
AD_GGH_5DHFl,0,5.03528124985072e-05
AD_GGH_6DHFl,0,5.03528124985072e-05
AD_GGH_7DHFl,0,5.03528124985072e-05
AD_GGNG,0,9.32014138470549e-05
AD_GGT5r,0,6.93158528974891e-05
AD_GGT6,-1000,1000
AD_GHMT2rm,367.108051597536,367.113657507633
AD_GLACO,0,0.000624012877571674
AD_GLACter,-0.00062401287755165,0
AD_GLAl,0,0.000121471484362701
AD_GLBRAN,0,9.32014138470549e-05
AD_GLCAASE1ly,0,3.86339298210295e-06
AD_GLCAASE4ly,0,1.07530523665547e-05
AD_GLCAASE5ly,0,1.07530594540059e-05
