Reaction,CT_Span,Disease_Span,SpanDiff,FSR,AbsDistToCT,Direction,RegulationStatus
AD_10FTHF7GLUtl,3.77860118155189e-06,0.000181927999648224,0.000178149398466672,48.1469175779766,47.1469175779766,Up,Upregulated
AD_10FTHF7GLUtm,3.44877469160565e-06,8.70859603603622e-05,8.36371856687566e-05,25.2512756406878,24.2512756406878,Up,Upregulated
AD_10FTHFtl,3.74432744183599e-06,0.00018195580422495,0.000178211476783114,48.5950566694376,47.5950566694376,Up,Upregulated
AD_13DAMPPOX,1.4526876839227e-06,0.000144591803536542,0.00014313911585262,99.5339914675258,98.5339914675258,Up,Upregulated
AD_2HBO,7.31021466435777e-05,0.012964521388767,0.0128914192421234,177.348025797078,176.348025797078,Up,Upregulated
AD_2HBt2,1990.00007599563,2000,9.99992400437441,1.00502508724748,0.00502508724748219,Up,Unchanged
AD_34DHOXPEGOX,9.8456666819402e-07,0.000646615781988658,0.000645631215320464,656.751648087719,655.751648087719,Up,Upregulated
AD_34DHOXPEGt,9.8456666819402e-07,0.000646615781988658,0.000645631215320464,656.751648087719,655.751648087719,Up,Upregulated
AD_34HPPOR,1.02741631735626e-06,0.000588372968598543,0.000587345552281187,572.672400329929,571.672400329929,Up,Upregulated
AD_3DSPHR,4.1820994340469e-05,0.00375715630922879,0.00371533531488832,89.8389999683268,88.8389999683268,Up,Upregulated
AD_3HBCDm,0,1.13686837721616e-13,1.13686837721616e-13,NaN,NaN,Unchanged,Unchanged
AD_3HBCOAHLm,1.26070059423e-05,0.0206119135760474,0.0205993065701051,1634.95707627841,1633.95707627841,Up,Upregulated
AD_3HLYTCL,1.83226761780538e-06,0.00344832319768784,0.00344649093007004,1881.99756639159,1880.99756639159,Up,Upregulated
AD_3M4HDXPAC,1.45155452931552e-06,0.000321855123161185,0.00032040356863187,221.73133469051,220.73133469051,Up,Upregulated
AD_3MLDAt,3.19106168326087e-06,0.000311279498617978,0.000308088436934717,97.5473148171453,96.5473148171453,Up,Upregulated
AD_3MOBt2im,1.25917394887603e-05,0.0206046648810343,0.0205920731415455,1636.36365725534,1635.36365725534,Up,Upregulated
AD_3MOPt2im,1.93711642850758e-05,0.00103193264327702,0.00101256147899195,53.2715859558353,52.2715859558353,Up,Upregulated
AD_3MOXTYROX,1.4629920942074e-06,0.000321369955500472,0.000319906963406265,219.666228391056,218.666228391056,Up,Upregulated
AD_3SALACBOXL,2.11199977684373e-06,0.00144673272302498,0.00144462072324814,685.00609653806,684.00609653806,Up,Upregulated
AD_3SALAOX,7.14843537252818e-07,0.000523376893738714,0.000522662050201461,732.155872528524,731.155872528524,Up,Upregulated
AD_41R1H2MAE12BOOX,8.65253365391272e-07,0.000353238507472042,0.000352373254106651,408.248637452344,407.248637452344,Up,Upregulated
AD_41R2A1H12BOOX,8.99200756521168e-07,0.000646613177252675,0.000645713976496154,719.097679315012,718.097679315012,Up,Upregulated
AD_42A12BOOX,1.52928790460768e-06,0.000982394367724737,0.000980865079820129,642.386802880496,641.386802880496,Up,Upregulated
AD_4HGLSDm,666.903754671726,1000,333.096245328274,1.49946674163236,0.499466741632361,Up,Unchanged
AD_4HOXPACDOX_NADP_,3.69975762249617e-06,0.000813429461459236,0.00080972970383674,219.860202872,218.860202872,Up,Upregulated
AD_4MOPt2im,0,0.000840875372432492,0.000840875372432492,NaN,NaN,Unchanged,Unchanged
AD_4PYRDX,2.99029488814995e-06,0.000346229098028839,0.000343238803140689,115.784265759504,114.784265759504,Up,Upregulated
AD_5AOPtm,3.60985335866817e-06,0.000368216651614089,0.000364606798255421,102.0032159284,101.0032159284,Up,Upregulated
AD_5HLTDL,1.3635290088132e-06,0.00060524198585199,0.000603878456843177,443.879068167962,442.879068167962,Up,Upregulated
AD_5HOXINDACTO2OX,3.98811562840606e-06,0.00382202373481277,0.00381803561918437,958.353290358416,957.353290358416,Up,Upregulated
AD_5HOXINOXDA,1.3635290088132e-06,0.00060524198585199,0.000603878456843177,443.879068167962,442.879068167962,Up,Upregulated
AD_5MTHFt2,2000,0.00056301591394714,-1999.99943698409,2.8150795697357e-07,0.999999718492043,Down,Downregulated
AD_7DHFtl,3.66036577285437e-06,0.000124973192820714,0.000121312827047859,34.142268990582,33.142268990582,Up,Upregulated
AD_7DHFtm,3.46118326888245e-06,0.000124808203149011,0.000121347019880128,36.0594032309965,35.0594032309965,Up,Upregulated
AD_7THFtm,3.52813214021808e-06,0.000136765054170003,0.000133236922029785,38.7641530233473,37.7641530233473,Up,Upregulated
AD_A4GALTg,1.04982710524315e-06,9.69291792666619e-05,9.58793521614188e-05,92.3287070628764,91.3287070628764,Up,Upregulated
AD_AACTOOR,3.50375995031707e-06,0.0188365217371711,0.0188330179772208,5376.0879752811,5375.0879752811,Up,Upregulated
AD_AACTtm,3.77317815947007e-06,0.0188365217371711,0.0188327485590116,4992.21636007153,4991.21636007153,Up,Upregulated
AD_ABUTt2rL,6.20988397215162e-06,0.0010408788427867,0.00103466895881454,167.616471975087,166.616471975087,Up,Upregulated
AD_ACACT10m,1.93705122910615e-05,0.00479169840923532,0.00477232789694426,247.370763211382,246.370763211382,Up,Upregulated
AD_ACACT1rm,0.000249054336734389,0.0020986422591136,0.00184958792237921,8.42644334819096,7.42644334819096,Up,Upregulated
AD_ACACT1x,3.15126288796819e-06,0.0288892518035198,0.0288861005406318,9167.51563756283,9166.51563756283,Up,Upregulated
AD_ACACT4p,1.39880576829421e-06,0.00362864282561759,0.0036272440198493,2594.10055910949,2593.10055910949,Up,Upregulated
AD_ACACT5p,2.05994552971277e-06,0.00362864232309335,0.00362658237756363,1761.52343387415,1760.52343387415,Up,Upregulated
AD_ACACT6p,1.93136421811864e-06,0.00338335752462626,0.00338142616040814,1751.79673149481,1750.79673149481,Up,Upregulated
AD_ACACT7p,1.93702205714137e-06,0.0033835525964605,0.00338161557440336,1746.78062337292,1745.78062337292,Up,Upregulated
