commonRxns,FSR_BASE_PC,Status_BASE_PC
GN_FAOXC185C164m,0.00140386045871428,Unchanged
GN_FAOXC185m,0.00140386045871428,Unchanged
GN_FAOXC205C185m,0.00140386045871428,Unchanged
GN_FAOXC226C205m,0.00140386045871428,Unchanged
GN_FAOXC226C227m,0.00140386045871428,Unchanged
GN_FAOXC226m,0.00140386045871428,Unchanged
GN_FAOXC227C226m,0.00140386045871428,Unchanged
GN_FAOXC5C5OHm,NaN,Unchanged
GN_FATP3t,0.0165876830805759,Downregulated
GN_FORt2m,NaN,Unchanged
GN_GALASE19ly,0.0136215343111386,Downregulated
GN_GALNTg,0.0136215343111386,Downregulated
GN_GALSIDEtl,NaN,Unchanged
GN_GHMT2r,962712.454038279,Upregulated
GN_GLCAASE7ly,NaN,Unchanged
GN_GLXO1,NaN,Unchanged
GN_GSNt2r,2.27446061404215,Upregulated
GN_HACD9m,NaN,Unchanged
GN_HEXCCOAtx,3.74027703105232e-07,Unchanged
GN_HMR_0261,0.000730136066339709,Unchanged
GN_HMR_0267,1.8791074094908e-07,Unchanged
GN_HMR_0317,0.024618256404667,Downregulated
GN_HMR_0815,0.170171577375632,Downregulated
GN_HMR_0816,0.422795350967925,Downregulated
GN_HMR_0835,0.0850857938807221,Downregulated
GN_HMR_0836,0.0850857938807221,Downregulated
GN_HMR_1305,NaN,Unchanged
GN_HMR_1307,NaN,Unchanged
GN_HMR_2211,3.74027703105231e-07,Unchanged
GN_HMR_2215,3.74027703105231e-07,Unchanged
GN_HMR_2217,3.74027703105231e-07,Unchanged
GN_HMR_2218,3.74027703105231e-07,Unchanged
GN_HMR_2219,3.74027703105231e-07,Unchanged
GN_HMR_2374,4.16257660844884e-07,Unchanged
GN_HMR_2376,4.16257660844884e-07,Unchanged
GN_HMR_2704,0,Unchanged
GN_HMR_2744,386723.470661091,Upregulated
GN_HMR_2753,10330.1048495974,Upregulated
GN_HMR_2760,10330.1049169463,Upregulated
GN_HMR_2817,0,Unchanged
GN_HMR_3057,3.74027703105231e-07,Unchanged
GN_HMR_3058,3.74027703105231e-07,Unchanged
GN_HMR_3059,3.74027703105231e-07,Unchanged
GN_HMR_3062,3.74027703105231e-07,Unchanged
GN_HMR_3063,3.74027703105231e-07,Unchanged
