commonRxns,FSR_BASE_PCOPT,Status_BASE_PCOPT
EN_r0224,1.00858678593389,Unchanged
EN_r0726,0,Unchanged
EN_r0743,NaN,Unchanged
EN_r1298,276.858552529837,Upregulated
EN_r1645,2,Upregulated
EN_r1664,NaN,Unchanged
EN_sink_gchola[c],2.49415250527417e-06,Unchanged
EN_sink_gln_L[c],0.042280708140619,Downregulated
EN_sink_pro_L[c],3195890665.14698,Upregulated
EN_sink_xol7aone[c],0.00012831862443334,Unchanged
GN_2OBUTt,1.74304326648098e-05,Unchanged
GN_4ABUTtm,0.228150945177559,Downregulated
GN_ABTArm,0.228150945177559,Downregulated
GN_ABUTt2rL,0.117180648067489,Downregulated
GN_ACACT10m,NaN,Unchanged
GN_ACACT9p,8.76360091436059e-07,Unchanged
GN_ACGALK,0.204080954454449,Downregulated
GN_ACMPthc,0,Unchanged
GN_ADSK,0.0300407045726285,Downregulated
GN_ARACHDFATPtc,2.7574732061564e-07,Unchanged
GN_ARACHDtr,NaN,Unchanged
GN_BGAL1l,0.204080970695961,Downregulated
GN_BPNT,0.0300407036189163,Downregulated
GN_C204CRNt,10330.1048904265,Upregulated
GN_C226CPT1,0.000134636633122052,Unchanged
GN_C226CPT2,0.000134636628424464,Unchanged
GN_CERT2rt,6.34986056072916e-08,Unchanged
GN_CHSTEROLt,0.012554617055857,Downregulated
GN_CKc,0.0209127198136991,Downregulated
GN_CLPNDCRNt,173304.552878913,Upregulated
GN_CSEPASEly,NaN,Unchanged
GN_CSPG_Etly,NaN,Unchanged
GN_CYOOm3i,0.0145188716663978,Downregulated
GN_DDCAte,5.87197884237477e-05,Unchanged
GN_DESAT18_4,8.06549048285446e-05,Unchanged
GN_DESAT18_7,0.00119180926204299,Unchanged
GN_DM_pcreat[c],0.0209127198136991,Downregulated
GN_DURIPP,NaN,Unchanged
GN_D_LACt2,NaN,Unchanged
GN_ECOAH9m,NaN,Unchanged
GN_EICOSTETCRNt,162974.447111131,Upregulated
GN_FACOAL170,2.32021155317169e-07,Unchanged
GN_FACOAL204,2.75747377535226e-07,Unchanged
GN_FAEL183,3.17996192659478e-07,Unchanged
GN_FAEL205,3.82134396152131e-07,Unchanged
GN_FAOXC101x,0.341885187475208,Downregulated
GN_FAOXC185C164m,0.00329005441605734,Unchanged
GN_FAOXC185m,0.00329005441605734,Unchanged
GN_FAOXC205C185m,0.00329005441605734,Unchanged
GN_FAOXC226C205m,0.00329005441605734,Unchanged
GN_FAOXC226C227m,0.00329005441605734,Unchanged
GN_FAOXC226m,0.00329005441605734,Unchanged
GN_FAOXC227C226m,0.00329005441605734,Unchanged
GN_FAOXC5C5OHm,NaN,Unchanged
GN_FATP3t,0.0394951416941366,Downregulated
GN_FORt2m,NaN,Unchanged
GN_GALASE19ly,0.0326824648285275,Downregulated
GN_GALNTg,0.0326824648285275,Downregulated
GN_GALSIDEtl,NaN,Unchanged
GN_GHMT2r,781287.189685575,Upregulated
GN_GLCAASE7ly,NaN,Unchanged
GN_GLXO1,NaN,Unchanged
GN_GSNt2r,2.27446061404215,Upregulated
GN_HACD9m,NaN,Unchanged
GN_HEXCCOAtx,8.76360088256151e-07,Unchanged
GN_HMR_0261,0.00171929115411471,Unchanged
GN_HMR_0267,4.5073950169039e-07,Unchanged
GN_HMR_0317,0.0589815159631713,Downregulated
GN_HMR_0815,0.408161921910134,Downregulated
GN_HMR_0816,1.01639525574104,Unchanged
GN_HMR_0835,0.204080970695961,Downregulated
GN_HMR_0836,0.204080970695961,Downregulated
GN_HMR_1305,NaN,Unchanged
GN_HMR_1307,NaN,Unchanged
GN_HMR_2211,8.76360091436059e-07,Unchanged
GN_HMR_2215,8.76360091436059e-07,Unchanged
GN_HMR_2217,8.76360091436059e-07,Unchanged
GN_HMR_2218,8.76360091436059e-07,Unchanged
GN_HMR_2219,8.76360091436059e-07,Unchanged
GN_HMR_2374,9.8565008797179e-07,Unchanged
GN_HMR_2376,9.8565008797179e-07,Unchanged
GN_HMR_2704,0,Unchanged
GN_HMR_2744,386723.470661091,Upregulated
GN_HMR_2753,10330.1048495974,Upregulated
GN_HMR_2760,10330.1049169463,Upregulated
GN_HMR_2817,0,Unchanged
GN_HMR_3057,8.76360091436059e-07,Unchanged
GN_HMR_3058,8.76360091436059e-07,Unchanged
GN_HMR_3059,8.76360091436059e-07,Unchanged
GN_HMR_3062,8.76360091436059e-07,Unchanged
GN_HMR_3063,8.76360091436059e-07,Unchanged
GN_HMR_3064,8.76360091436059e-07,Unchanged
GN_HMR_3065,8.76360091436059e-07,Unchanged
GN_HMR_3066,8.76360091436059e-07,Unchanged
GN_HMR_3067,8.76360091436059e-07,Unchanged
GN_HMR_3068,8.76360091436059e-07,Unchanged
GN_HMR_3069,8.76360091436059e-07,Unchanged
