commonRxns,FSR_BASE_PC,Status_BASE_PC
GN_HMR_3059,4.68155967080219e-07,Unchanged
GN_HMR_3062,4.68155967080219e-07,Unchanged
GN_HMR_3063,4.68155967080219e-07,Unchanged
GN_HMR_3064,4.68155967080219e-07,Unchanged
GN_HMR_3065,4.68155967080219e-07,Unchanged
GN_HMR_3066,4.68155967080219e-07,Unchanged
GN_HMR_3067,4.68155967080219e-07,Unchanged
GN_HMR_3068,4.68155967080219e-07,Unchanged
GN_HMR_3069,4.68155967080219e-07,Unchanged
GN_HMR_3070,4.68155967080219e-07,Unchanged
GN_HMR_3071,4.68155967080219e-07,Unchanged
GN_HMR_3072,4.68155967080219e-07,Unchanged
GN_HMR_3073,4.68155967080219e-07,Unchanged
GN_HMR_3107,0,Unchanged
GN_HMR_3108,0,Unchanged
GN_HMR_3109,0,Unchanged
GN_HMR_3110,0,Unchanged
GN_HMR_3111,0,Unchanged
GN_HMR_3112,0,Unchanged
GN_HMR_3113,0,Unchanged
GN_HMR_3114,0,Unchanged
GN_HMR_3115,0,Unchanged
GN_HMR_3116,0,Unchanged
GN_HMR_3117,0,Unchanged
GN_HMR_3118,0,Unchanged
GN_HMR_3322,0.287754349052739,Downregulated
GN_HMR_7703,NaN,Unchanged
GN_LINKDEG4ly,NaN,Unchanged
GN_LNELDCCPT1,0.00124528256711862,Unchanged
GN_LNLNCGCRNt,9737.66515457126,Upregulated
GN_MLTHFtm,NaN,Unchanged
GN_NACHEXA7ly,NaN,Unchanged
GN_NACHEXA8ly,NaN,Unchanged
GN_NAGA2ly,0.0170495467880423,Downregulated
GN_NAGLCAly,0.0170495467880423,Downregulated
GN_NEU11l,0.106498590455549,Downregulated
GN_O2Stm,0.00880247691332786,Unchanged
GN_OCT11EFATP,0.000913882980284543,Unchanged
GN_OLEICFATPtc,0.00851044823705837,Unchanged
GN_PAPStg,0.0157339777126205,Downregulated
GN_PAPtg,0.0157339783766781,Downregulated
GN_PGS,NaN,Unchanged
GN_PGSr,NaN,Unchanged
GN_PUNP4,9439.19838286594,Upregulated
GN_RE0574C,4.68155967080221e-07,Unchanged
GN_RE0575C,4.68155967080221e-07,Unchanged
GN_RE0576C,4.68155967080221e-07,Unchanged
GN_RE0578C,0.0333828400744742,Downregulated
GN_RE1342C,4.12314220277054e-05,Unchanged
GN_RE1518X,0.287754349052739,Downregulated
GN_RE1520X,0.287754349052739,Downregulated
GN_RE1521X,0.287754349052739,Downregulated
GN_RE1522X,0.287754349052739,Downregulated
GN_RE1525X,0.287754349052739,Downregulated
GN_RE1526X,0.287754349052739,Downregulated
GN_RE1527X,0.287754349052739,Downregulated
GN_RE1532X,0.287754349052739,Downregulated
GN_RE1533X,0.287754349052739,Downregulated
GN_RE1534X,0.287754349052739,Downregulated
GN_RE1573X,0.287754349052739,Downregulated
GN_RE1796R,2544981.32113787,Upregulated
GN_RE2069C,NaN,Unchanged
GN_RE2954C,0.0267549983333291,Downregulated
GN_RE3103C,5.21013557943437e-07,Unchanged
GN_RE3104C,5.21013557943437e-07,Unchanged
