commonRxns,FSR_BASE_PC,Status_BASE_PC
EN_r0224,0.498343949198332,Downregulated
EN_r0726,0,Unchanged
EN_r0743,NaN,Unchanged
EN_r1298,134.365429487488,Upregulated
EN_r1645,2,Upregulated
EN_r1664,NaN,Unchanged
EN_sink_gchola[c],1.2086470110215e-06,Unchanged
EN_sink_gln_L[c],0.00134635289097109,Unchanged
EN_sink_pro_L[c],3195890665.14698,Upregulated
EN_sink_xol7aone[c],6.22654119079401e-05,Unchanged
GN_2OBUTt,8.92898041377066e-06,Unchanged
GN_4ABUTtm,0.106630957286705,Downregulated
GN_ABTArm,0.106630957286705,Downregulated
GN_ABUTt2rL,0.0566159976002455,Downregulated
GN_ACACT10m,NaN,Unchanged
GN_ACACT9p,4.32796902687026e-07,Unchanged
GN_ACGALK,0.098454932354194,Downregulated
GN_ACMPthc,0,Unchanged
GN_ADSK,0.0145456169047125,Downregulated
GN_ARACHDFATPtc,1.34408091254915e-07,Unchanged
GN_ARACHDtr,NaN,Unchanged
GN_BGAL1l,0.0984549294724647,Downregulated
GN_BPNT,0.0145456165184752,Downregulated
GN_C204CRNt,10330.1048904265,Upregulated
GN_C226CPT1,6.64759345294393e-05,Unchanged
GN_C226CPT2,6.64759351166378e-05,Unchanged
GN_CERT2rt,3.07972676540502e-08,Unchanged
GN_CHSTEROLt,0.00606352645339202,Unchanged
GN_CKc,0.00995711923054423,Unchanged
GN_CLPNDCRNt,173304.552878913,Upregulated
GN_CSEPASEly,NaN,Unchanged
GN_CSPG_Etly,NaN,Unchanged
GN_CYOOm3i,0.00813650645616841,Unchanged
GN_DDCAte,3.70291806116322e-05,Unchanged
GN_DESAT18_4,3.98009764082872e-05,Unchanged
GN_DESAT18_7,0.000588125052839222,Unchanged
GN_DM_pcreat[c],0.00995711923054423,Unchanged
GN_DURIPP,NaN,Unchanged
GN_D_LACt2,NaN,Unchanged
GN_ECOAH9m,NaN,Unchanged
GN_EICOSTETCRNt,162974.447111131,Upregulated
GN_FACOAL170,0,Unchanged
GN_FACOAL204,1.34408086737867e-07,Unchanged
GN_FAEL183,1.5654720967869e-07,Unchanged
GN_FAEL205,1.88497650930096e-07,Unchanged
GN_FAOXC101x,0.265946999492618,Downregulated
