commonRxns,FSR_BASE_PC,Status_BASE_PC
GN_RE0574C,3.450470052574e-07,Unchanged
GN_RE0575C,3.450470052574e-07,Unchanged
GN_RE0576C,3.450470052574e-07,Unchanged
GN_RE0578C,0.024604300466787,Downregulated
GN_RE1342C,3.03841841251311e-05,Unchanged
GN_RE1518X,0.212023401331309,Downregulated
GN_RE1520X,0.212023401315586,Downregulated
GN_RE1521X,0.212023401315586,Downregulated
GN_RE1522X,0.212023401315586,Downregulated
GN_RE1525X,0.212023401315586,Downregulated
GN_RE1526X,0.212023401315586,Downregulated
GN_RE1527X,0.212023401315586,Downregulated
GN_RE1532X,0.212023401315586,Downregulated
GN_RE1533X,0.212023401315586,Downregulated
GN_RE1534X,0.212023401315586,Downregulated
GN_RE1573X,0.212023401315586,Downregulated
GN_RE1796R,2544981.32113787,Upregulated
GN_RE2069C,NaN,Unchanged
GN_RE2954C,0.0196653075921564,Downregulated
GN_RE3103C,3.84004936097588e-07,Unchanged
GN_RE3104C,3.84004936097588e-07,Unchanged
GN_RE3119C,8.02546548315385e-07,Unchanged
GN_RE3120C,8.02546548315385e-07,Unchanged
GN_RE3121C,8.02546548315385e-07,Unchanged
GN_RE3122C,8.02546548315385e-07,Unchanged
GN_SADT,0.0115964833475559,Downregulated
GN_SO4tl,0.0115964835031739,Downregulated
GN_SPHMYLN_HsATPte,0.0110716902526526,Downregulated
GN_TAURtcx,0.708794971600844,Unchanged
GN_THCHOLSTOICt,276605.603122849,Upregulated
GN_THMDt2r,1561102.80490731,Upregulated
GN_UAGALDP,0.0784931234592705,Downregulated
GN_UDPGALtg,0.00621508921752398,Unchanged
GN_UGALNACtg,0.0125661026203406,Downregulated
GN_XOL7AH3t,138303.01340054,Upregulated
GN_pac,NaN,Unchanged
GN_r0178,0.0850350841040628,Downregulated
GN_r0394,42.3366221650276,Upregulated
GN_r0409,1.00129774736927,Unchanged
GN_r0431,0.00135073858114347,Unchanged
GN_r0432,0.00135073858114583,Unchanged
GN_r0444,3.42813195423793e-08,Unchanged
GN_r0610,6.25203203080093e-07,Unchanged
GN_r0611,6.25203203080093e-07,Unchanged
GN_r1000,3.42813195423793e-08,Unchanged
GN_r1005,0.00135073858114583,Unchanged
GN_r1253,0,Unchanged
GN_r1364,0.0156020440137732,Downregulated
GN_r1365,0.0156020440137732,Downregulated
GN_r1487,3.42813195423793e-08,Unchanged
GN_r2145,0.5,Downregulated
GN_r2329,NaN,Unchanged
GN_r2502,0.212005440359468,Downregulated
GN_r2503,0.00506936826844997,Unchanged
GN_r2514,3.42813195423793e-08,Unchanged
GN_sink_4abut[l],0.0451370582320134,Downregulated
GN_sink_dhcholestanate[c],94675.2942142569,Upregulated
GN_sink_lnlncacoa[c],2.32088548673536e-07,Unchanged
GN_sink_phe_L[c],68419240.5471342,Upregulated
GN_sink_ser_L[c],45685.8738143824,Upregulated
OO_3SALATAi,NaN,Unchanged
OO_3SALATAim,NaN,Unchanged
OO_3SPYRSP,NaN,Unchanged
OO_3SPYRSPm,NaN,Unchanged
OO_ACACT6p,0.0437516683209184,Downregulated
OO_ACACT7p,0.0437516683209184,Downregulated
OO_ACALDt,1.34939301801799e-05,Unchanged
OO_ACGAM2E,NaN,Unchanged
OO_ALOX15,NaN,Unchanged
OO_BDHm,0.200990693972867,Downregulated
OO_BETBGTtc,0.258541297001402,Downregulated
OO_BHBtm,0.200990693972867,Downregulated
OO_BHMT,0.106942399299821,Downregulated
OO_C05769te2,NaN,Unchanged
OO_C40CPT1,NaN,Unchanged
OO_C4tcx,0.649327685320034,Unchanged
OO_C4x,0.649327685320034,Unchanged
OO_CSAPASEly,0.0479776594027854,Downregulated
OO_CSCPASEly,0.0479776556438592,Downregulated
OO_CSPG_Atly,0.0479776594027854,Downregulated
OO_CSPG_Ctly,0.0479776556438592,Downregulated
OO_CYSTA,NaN,Unchanged
OO_DCK1n,6.42727167870472e-06,Unchanged
