Reaction,FSR,RegulationStatus
2452,0.0167539181793117,Downregulated
2455,0.344713591418491,Downregulated
2457,3.40865264736763,Upregulated
2459,0.0167539122524355,Downregulated
2461,2.37576850476867,Upregulated
2463,63.4539822020926,Upregulated
2464,3.76892176441677,Upregulated
2466,0.02703129783738,Downregulated
2470,27.3820408719734,Upregulated
2471,107.434823945643,Upregulated
2479,2.08672853941698,Upregulated
2485,0.0149842544674276,Downregulated
2491,0.344713591474898,Downregulated
2492,0.483043265481479,Downregulated
2493,0.164184055530833,Downregulated
2494,0.164184064539398,Downregulated
2495,0.483043437825833,Downregulated
2496,0.128779702193539,Downregulated
2497,0.483043251405546,Downregulated
2500,2.19441511285447,Upregulated
2502,0.179885904835271,Downregulated
2503,0.288686577837626,Downregulated
2506,0.188199210783549,Downregulated
2508,0.299085220520007,Downregulated
2509,0.314134111777567,Downregulated
2513,18.3749094847078,Upregulated
2514,2.42437635777475,Upregulated
2519,2.39319053317842,Upregulated
2521,0.180088955783118,Downregulated
2522,8.88931240660413,Upregulated
2523,0.363116168446204,Downregulated
2525,0.494469952485068,Downregulated
2540,0.0542260425333022,Downregulated
2541,0.363526011085456,Downregulated
2545,5.8914770281783,Upregulated
2547,0.204915838776129,Downregulated
2549,5.8914677872251,Upregulated
2550,0.199374704434298,Downregulated
2551,0.345755784980747,Downregulated
2559,0.0167539059447449,Downregulated
2560,5.41844475339884,Upregulated
2563,0.0749961744184018,Downregulated
2564,0.16259940689829,Downregulated
2565,0.189697370280021,Downregulated
2566,2.54978073612224,Upregulated
2567,26.9135015142362,Upregulated
2568,10.004320785226,Upregulated
2569,12.3838005360219,Upregulated
2572,9.56404496207715,Upregulated
2573,26.9005703623843,Upregulated
2574,7.16362055621712,Upregulated
2575,8.14629917167367,Upregulated
2576,58.4235697209471,Upregulated
2577,119.139954403584,Upregulated
2578,106.214394519875,Upregulated
2582,385.322640390318,Upregulated
2583,181.14887298866,Upregulated
2585,31.4066138106681,Upregulated
2586,172.231482142609,Upregulated
2587,40.8059053558291,Upregulated
